query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,spectrum_ids,analog_compound_name,retention_time,retention_index,smiles,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
191,0.5554,18.0828,291.1952,309.2780,FMMOOAYVCKXGMF,24306,Linoleic acid ethyl ester,,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Wax monoesters,Fatty esters,Fatty acids
192,0.8084,0.0004,291.2316,291.2320,QGXBDMJGAMFCBF,63876,EPIANDROSTERONE,,,O=C1CCC2C3CCC4C[C@H](O)CC[C@]4(C)C3CC[C@@]21C,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,Androgens and derivatives,Androstane steroids; Cholane steroids,Steroids,Terpenoids
193,0.4090,372.3354,293.1606,665.4960,RMCBDEDFTHWOOT,3503,Thermoactinoamide_E,,,O=C(N[C@@H](CC(C)C)C(N[C@H](CC(C)C)C(N[C@H]1[C@@H](C)CC)=O)=O)[C@H](C(C)C)NC([C@@H]([C@@H](C)CC)NC([C@H](CC(C)C)NC1=O)=O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Cyclic peptides,Oligopeptides,Amino acids and Peptides
194,0.8531,0.0002,293.2108,293.2110,ACHDMUPTZYZIGR,27957,9-OxoOTrE,,,CC/C=C\C/C=C\C=C\C(=O)CCCCCCCC(=O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids; Oxo fatty acids,Fatty Acids and Conjugates; Octadecanoids,Fatty acids
195,0.4090,386.2081,293.2109,679.4190,IBVOKGNUOPSVJY,4085,h_163_prostanozol_3'OH,,,C[C@@]12C(CCC3C2CC[C@@]4(C)C3CCC4=O)CC5=NNC(O)=C5C1,,,,,,Androstane steroids,Steroids,Terpenoids
196,0.8677,0.0001,293.2109,293.2110,RWKJTIHNYSIIHW,24658,9(S)-HpOTrE,,,CC/C=C\C/C=C\C=C\[C@H](CCCCCCCC(=O)O)OO,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids,Octadecanoids,Fatty acids
197,0.4090,430.2161,293.2109,723.4270,UXDPXZQHTDAXOZ,293720,"(2S)-2-[2-[(5R,6R,7S,9S,16R,18S,19S)-19-amino-6-[(3S)-3,4-dicarboxybutanoyl]oxy-16,18-dihydroxy-5,9-dimethylicosan-7-yl]oxy-2-oxoethyl]butanedioic acid",,,CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)CCCCCC[C@H](C[C@@H]([C@H](C)N)O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Fumonisins,Fumonisins,Open-chain polyketides; Sphingoid bases,Spingolipids; Linear polyketides,Fatty acids; Polyketides
198,0.5805,21.9889,295.0811,317.0700,IZQSVPBOUDKVDZ,95372,Isorhamnetin,,,O=C1C2=C(O)C=C(O)C=C2OC(C3=CC(OC)=C(O)C=C3)=C1O,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,Flavonols,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
199,0.8590,0.0004,295.1286,295.1290,IAOZJIPTCAWIRG,68711,Aspartame,,,C(C[C@@H](C(N[C@H](C(OC)=O)CC1=CC=CC=C1)=O)N)(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Dipeptides,Small peptides,Amino acids and Peptides
200,0.7843,0.0000,295.1650,295.1650,AUEJLPRZGVVDNU,24468,Tyr-Leu,,,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
201,0.8187,0.0005,295.2265,295.2260,LUZSWWYKKLTDHU,24829,"9-Oxo-10E,12Z-octadecadienoic acid",,,CCCCC/C=C\C=C\C(=O)CCCCCCCC(=O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids; Oxo fatty acids,Fatty Acids and Conjugates; Octadecanoids,Fatty acids
202,0.4090,548.2945,295.2265,843.5210,ACTOXUHEUCPTEW,282742,SPIRAMYCIN,,,O=CC[C@@H]4[C@H](OC2OC(C(OC1OC(C)C(O)C(O)(C)C1)C(N(C)C)C2O)C)[C@@H](OC)[C@H](O)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](OC3OC(C)C(N(C)C)CC3)[C@H](C)C4,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminoglycosides,Erythromycins; Tylosins,Macrolides,Polyketides
203,0.8448,0.0005,295.2265,295.2270,JHXAZBBVQSRKJR,26091,"13-Keto-9Z,11E-octadecadienoic acid",,,CCCCCC(=O)/C=C\C=C\CCCCCCCC(=O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids; Oxo fatty acids,Fatty Acids and Conjugates; Octadecanoids,Fatty acids
204,0.8485,0.0005,295.2265,295.2270,LUZSWWYKKLTDHU,26968,"9-Oxo-10E,12Z-octadecadienoic acid",,,CCCCC/C=C\C=C\C(=O)CCCCCCCC(=O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids; Oxo fatty acids,Fatty Acids and Conjugates; Octadecanoids,Fatty acids
205,0.8642,0.0001,297.2421,297.2420,CCPPLLJZDQAOHD,25268,12(13)-Epoxy-9Z-octadecenoic acid,,,CCCCCC1C(O1)C/C=C\CCCCCCCC(=O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Other Octadecanoids,Octadecanoids,Fatty acids
206,0.8502,0.0003,297.2423,297.2420,CQSLTKIXAJTQGA,23702,"12,13-DiHOME",,,CCCCCC(C(C/C=C\CCCCCCCC(=O)O)O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Other Octadecanoids,Octadecanoids,Fatty acids
207,0.8782,0.0004,298.0966,298.0970,WUUGFSXJNOTRMR,304334,5'-METHYLTHIOADENOSINE,,,CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,Organic compounds,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,5'-deoxy-5'-thionucleosides,5'-deoxy-5'-thionucleosides,Purine nucleosides,Nucleosides,Carbohydrates
208,0.6155,260.0757,298.1283,558.2040,WPCIETQUBPSGIM,69297,"2-phenylethyl 7-(4-chlorophenyl)-4-(3-ethoxy-4-hydroxyphenyl)-2-methyl-5-oxo-1 ,4,6,7,8-pentahydroquinoline-3-carboxylate",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
209,0.7171,30.9564,300.0924,269.1360,OFEZSBMBBKLLBJ,284809,cordycepin,,,NC1=NC=NC2=C1N=C[N]2[C@@H]3O[C@H](CO)C[C@H]3O,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Purine 3'-deoxyribonucleosides,Purine 3'-deoxyribonucleosides,Purine nucleosides,Nucleosides,Carbohydrates
210,0.8645,0.0005,300.2895,300.2890,HXYVTAGFYLMHSO,23512,Palmitoyl ethanolamide,,,CCCCCCCCCCCCCCCC(=O)NCCO,Organic compounds,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,Carboximidic acids,N-acyl ethanolamines (endocannabinoids),Fatty amides,Fatty acids
211,0.7013,354.1492,301.0738,655.2230,XIPQZLUSSJDAIC,289781,"[(2S,3R,4R,5R,6S)-2-[[(1aS,1bS,2S,5aR,6S,6aS)-1a-(hydroxymethyl)-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,5a,6,6a-tetrahydro-1bH-oxireno[5,6]cyclopenta[1,3-c]pyran-6-yl]oxy]-4,5-dihydroxy-6-methyloxan-3-yl] (E)-3-(4-hydroxyphenyl)prop-2-enoate",,,C[C@@H]1O[C@@H](O[C@H]2[C@@H]3\C=C/O[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3[C@@]5(CO)O[C@@H]25)[C@H](OC(=O)\C=C\C6=CC=C(O)C=C6)[C@H](O)[C@H]1O,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Coumaric acid esters,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
212,0.6253,0.0004,302.1596,302.1600,MLRIJUWUQTVDQE,285519,Phenylethyl 2-Glucoside,,,OC[C@H]1O[C@@H](OCCC2=CC=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glycosyl compounds,Phenylethanoids,Phenylethanoids (C6-C2),Shikimates and Phenylpropanoids
213,0.7920,0.0009,303.0861,303.0870,AIONOLUJZLIMTK,242523,FIO00131 Hesperetin,,,O=C1C2=C(O)C=C(O)C=C2OC(C3=CC=C(OC)C(O)=C3)C1,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,4'-O-methylated flavonoids,Flavanones,Flavonoids,Shikimates and Phenylpropanoids
214,0.5554,1.9805,307.2265,305.2460,IUKXMNDGTWTNTP,26503,"15S-Hydroxy-8Z,11Z,13E-eicosatrienoic acid",,,CCCCC[C@@H](/C=C/C=C\C/C=C\CCCCCCC(=O)O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Hydroxyeicosatrienoic acids,Hydroxy-hydroperoxyeicosatrienoic acids,Eicosanoids,Fatty acids
215,0.4090,222.0534,307.2266,529.2800,LCTHKUJMKQOYDY,290646,3Beta-Acetoxydeoxodihydrogedunin,,,CC(=O)O[C@H]1CC[C@@]2(C)C(C[C@@H](OC(C)=O)[C@]3(C)C2CC[C@@]2(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]423)C1(C)C,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Limonoids,Limonoids,Triterpenoids,Terpenoids
216,0.3459,56.0111,309.2059,365.2170,KOPWGKUEIMDQOP,252153,dhas#18,,,CC(C[C@H](O)CCCC[C@@H](O)CC(O)=O)O[C@@H]1OC(C)[C@H](O)CC1O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives,Ascarosides,Fatty acyl glycosides,Fatty acids
217,0.8159,0.0359,309.2421,309.2780,FMMOOAYVCKXGMF,27273,Linoleic acid ethyl ester,,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Wax monoesters,Fatty esters,Fatty acids
218,0.5837,82.0422,309.2422,227.2000,YWWVWXASSLXJHU,25306,Myristoleic acid,,,CCCC/C=C\CCCCCCCC(=O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Unsaturated fatty acids,Fatty Acids and Conjugates,Fatty acids
219,0.8128,0.0358,309.2422,309.2780,FMMOOAYVCKXGMF,27273,Linoleic acid ethyl ester,,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Wax monoesters,Fatty esters,Fatty acids
220,0.4090,159.0532,311.0758,470.1290,VNQNUULCMPXFER,288471,"[(2R,3S,4S,5R,6S)-6-(3,4-dihydroxybenzoyl)oxy-3,4,5-trihydroxyoxan-2-yl]methyl 3,4-dihydroxybenzoate",,,O[C@@H]1[C@@H](COC(=O)C2=CC(O)=C(O)C=C2)O[C@@H](OC(=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@H]1O,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,p-Hydroxybenzoic acid alkyl esters,Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
221,0.4090,153.9482,311.0758,465.0240,MTPDBPKFWDCGJO,58329,"phenylmethyl 1-[4-(4-bromophenyl)-1,3-thiazol-2-yl]pyrrolidine-2-carboxylate",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
222,0.8168,0.0005,311.1235,311.1240,VVLXCWVSSLFQDS,256240,Glutamyltyrosine,,,Oc(c1)ccc(c1)CC([H])(C(O)=O)NC(=O)CCC([H])(N)C(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
223,0.6061,0.0006,311.1274,311.1280,AADNEQWIZKTMBL,293276,Ovalitenin B,,,COC(CC(=O)C1=CC=C2OC=CC2=C1OC)C3=CC=CC=C3,Organic compounds,Benzenoids,Benzene and substituted derivatives,Butyrophenones,Butyrophenones,Chalcones,Flavonoids,Shikimates and Phenylpropanoids
224,0.5910,180.1005,311.1275,491.2280,LCDHGZGHZZLGHK,17136,"12H-3,5a-Epoxy-5H-furo[3,4-i]oxepino[4,3-a]xanthen-12-one, 1,2,3,6,7,7a,10,14,14a,14b-decahydro-6-hydroxy-5-(hydroxymethyl)-3,13-dimethoxy-5,7a,9,14b-tetramethyl-",,,COC1=C2CC3C(C)(CC(O)C45OC(CCC34C)(OC)OC5(C)CO)OC2=C(C)C6=C1C(=O)OC6,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Xanthenes,Tetraketide meroterpenoids,Meroterpenoids,Polyketides; Terpenoids
225,0.6246,0.0005,311.1275,311.1280,AADNEQWIZKTMBL,293276,Ovalitenin B,,,COC(CC(=O)C1=CC=C2OC=CC2=C1OC)C3=CC=CC=C3,Organic compounds,Benzenoids,Benzene and substituted derivatives,Butyrophenones,Butyrophenones,Chalcones,Flavonoids,Shikimates and Phenylpropanoids
226,0.5898,180.1005,311.1275,491.2280,LCDHGZGHZZLGHK,17136,"12H-3,5a-Epoxy-5H-furo[3,4-i]oxepino[4,3-a]xanthen-12-one, 1,2,3,6,7,7a,10,14,14a,14b-decahydro-6-hydroxy-5-(hydroxymethyl)-3,13-dimethoxy-5,7a,9,14b-tetramethyl-",,,COC1=C2CC3C(C)(CC(O)C45OC(CCC34C)(OC)OC5(C)CO)OC2=C(C)C6=C1C(=O)OC6,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Xanthenes,Tetraketide meroterpenoids,Meroterpenoids,Polyketides; Terpenoids
227,0.8202,0.0002,311.2212,311.2210,MKYUCBXUUSZMQB,4646,"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid",,,CC/C=C/CC(C(/C=C/C(CCCCCCCC(O)=O)O)O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids,Octadecanoids,Fatty acids
228,0.3459,43.9465,311.2215,355.1680,OGDSYRZYJUKJBP,3907,ITC-12,,,O=C(CC(N[C@@H]1C(OCC1)=O)=O)CCCCCCCCCN=C=S,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Fatty acyl homoserine lactones,Fatty amides,Fatty acids
229,0.6337,498.0045,313.0915,811.0960,XFLTYUCKJRFDOU,284875,"[(2R,3R,4S,5R,6S)-2-(hydroxymethyl)-4,5,6-tris[(3,4,5-trihydroxybenzoyl)oxy]oxan-3-yl] 3,4,5-trihydroxybenzoate",,,OC[C@H]1O[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@@H](OC(=O)C4=CC(O)=C(O)C(O)=C4)[C@@H]1OC(=O)C5=CC(O)=C(O)C(O)=C5,Organic compounds,Phenylpropanoids and polyketides,Tannins,,Tannins,Gallotannins,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
230,0.6241,0.0000,313.2370,313.2370,LKLLJYJTYPVCID,295163,"(9Z,12E)-15,16-dihydroxyoctadeca-9,12-dienoic acid",,,CCC(O)C(O)C/C=C/C/C=C\CCCCCCCC(=O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids,Octadecanoids,Fatty acids
231,0.6241,0.0000,313.2370,313.2370,LKLLJYJTYPVCID,295164,"(9Z,12E)-15,16-dihydroxyoctadeca-9,12-dienoic acid",,,CCC(O)C(O)C/C=C/C/C=C\CCCCCCCC(=O)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids,Octadecanoids,Fatty acids
232,0.7696,0.0003,313.2733,313.2730,QHZLMUACJMDIAE,18878,"2,3-dihydroxypropyl hexadecanoate [IIN-based on: CCMSLIB00000849057]",,,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,1-monoacylglycerols,Monoacylglycerols,Glycerolipids,Fatty acids
233,0.8147,0.0001,315.0859,315.0860,LTSJJOKAWSCMBC,59034,"3,7-Dihydroxy-3',4'-dimethoxyflavone",,,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)OC,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,Flavonols,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
234,0.6232,0.0002,315.1928,315.1930,PMTMAFAPLCGXGK,18185,"8-{(1S,5R)-4-Oxo-5-[(2Z)-2-penten-1-yl]-2-cyclopenten-1-yl}octanoic acid",,,CC\C=C/C[C@@H]1[C@@H](CCCCCCCC(O)=O)\C=C/C1=O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,12-oxophytodienoic acid metabolites,Octadecanoids,Fatty acids
235,0.4887,318.1971,315.1929,633.3900,PTPCWEVNYOLFMA,69072,"1,2,6,6,10,17,20-heptamethyl-17-[N-(3-nitrophenyl)carbamoyl]-12-oxopentacyclo[ 12.8.0.0<2,11>.0<5,10>.0<15,20>]docos-13-en-7-yl acetate",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
236,0.6203,0.0002,315.2528,315.2530,PYGXAGIECVVIOZ,304830,DIBUTYL SEBACATE,,,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Wax monoesters,Fatty esters,Fatty acids
237,0.6016,0.0006,316.2844,316.2850,CQKNELOTFUSOTP,252320,"Dehydrophytosphingosine (not validated, isomer of 1679)",,,OCC(N)C(O)C(O)CCCC=CCCCCCCCCC,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,3-aminoalcohols",Sphingoid bases,Spingolipids,Fatty acids
238,0.6177,0.0006,316.2844,316.2850,CQKNELOTFUSOTP,252320,"Dehydrophytosphingosine (not validated, isomer of 1679)",,,OCC(N)C(O)C(O)CCCC=CCCCCCCCCC,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,3-aminoalcohols",Sphingoid bases,Spingolipids,Fatty acids
239,0.8223,0.0006,317.0654,317.0660,IZQSVPBOUDKVDZ,61878,Isorhamnetin,,,O=C1C2=C(O)C=C(O)C=C2OC(C3=CC(OC)=C(O)C=C3)=C1O,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,Flavonols,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
240,0.3027,149.0027,317.0687,168.0660,LJCWONGJFPCTTL,305609,4-HYDROXY-PHENYLGLYCINE,,,C1=CC(=CC=C1C(C(=O)O)N)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids,Aminoacids,Small peptides,Amino acids and Peptides
241,0.7156,0.0026,317.2084,317.2110,KQFDQVMJLKUUDA,17380,"2-Naphthalenecarboxylic acid, 1-[2-(3-furanyl)ethyl]-1,2,3,4,4a,7,8,8a-octahydro-1,4a,5-trimethyl-, (1R,2R,4aR,8aR)-",,,C\C1=C\CC[C@@H]2[C@@](C)(CCC3=COC=C3)[C@@H](CC[C@@]12C)C(O)=O,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Colensane and clerodane diterpenoids,Colensane and Clerodane diterpenoids,Diterpenoids,Terpenoids
242,0.6068,331.3606,317.2084,648.5690,AKCNIDZVBDSVNW,52085,DG(18:1/20:1/0:0),,,CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCCCC,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,"1,2-diacylglycerols",Diacylglycerols,Glycerolipids,Fatty acids
243,0.6253,0.0005,318.1545,318.1550,ILRCGYURZSFMEG,289036,Salidroside,,,OC1=CC=C(CCO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glycosyl compounds,Phenylethanoids,Phenylethanoids (C6-C2),Shikimates and Phenylpropanoids
244,0.8134,0.0001,318.3001,318.3000,AERBNCYCJBRYDG,23723,Phytosphingosine,,,CCCCCCCCCCCCCCC(C(C(CO)N)O)O,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,3-aminoalcohols",Sphingoid bases,Spingolipids,Fatty acids
245,0.6318,268.1160,319.2240,587.3400,SXTGVXKFOVZYIK,286032,desmethylenylnocardamine,,,C1CCNC(=O)CCC(=O)N(CCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O,Organic compounds,Phenylpropanoids and polyketides,Macrolactams,,Macrolactams,Cyclic peptides,Oligopeptides,Amino acids and Peptides
246,0.6232,0.0002,321.2398,321.2400,WBHHMMIMDMUBKC,139066,Ricinoleic acid,,,O=C(O)CCCCCCCC=CCC(O)CCCCCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Other Octadecanoids,Octadecanoids,Fatty acids
247,0.3738,201.1218,322.1858,121.0640,YCCILVSKPBXVIP,56686,tyrosol,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
248,0.8485,0.0001,322.2739,322.2740,HBJXRRXWHSHZPU,24374,.alpha.-Linolenoyl ethanolamide,,,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)NCCO,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,N-acylethanolamines,N-acyl ethanolamines (endocannabinoids),Fatty amides,Fatty acids
249,0.6905,550.1761,323.0759,873.2520,PUWABGDMLNVLAW,1605,camellikaempferoside A,,,O=C1C2=C(O)C=C(O)C=C2OC(C3=CC=C(O)C=C3)=C1O[C@H]4[C@H](OC(/C=C/C5=CC=C(O)C=C5)=O)[C@@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@@H](CO[C@H]7[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O7)O4,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
250,0.5529,167.0951,323.0759,490.1710,IAVJHQVGTRSIOM,288531,"[(4E)-7-acetyloxy-6-hydroxy-2-methyl-10-oxo-2,3,6,7,8,9-hexahydrooxecin-3-yl] (E)-but-2-enoate",,,O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](OC(=O)/C=C/c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Hydroxycinnamic acid glycosides,Cinnamic acids and derivatives,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
251,0.6290,0.0005,323.1275,323.1280,NSNGIRMJTMEZBF,13464,,,,C[C@@]12CC[C@H]3[C@@H]1C=C4C(=O)C5=CC=CC=C5C(=O)[C@]4(O2)[C@@]3(C)C=O,Organic compounds,Benzenoids,Anthracenes,Anthraquinones,Anthraquinones,Naphthoquinones,Naphthalenes,Polyketides
252,0.6290,0.0003,324.2167,324.2170,BDUIIOHQSYPXRT,25486,N-(-)-Jasmonoyl-(S)-leucine,,,CC/C=C/C[C@@H]1[C@H](CCC1=O)CC(=O)N[C@@H](CC(C)C)C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Leucine and derivatives,,,Amino acids and Peptides
253,0.8487,0.0005,324.2895,324.2900,KQXDGUVSAAQARU,27627,Linoleoyl ethanolamide,,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NCCO,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,N-acylethanolamines,N-acyl ethanolamines (endocannabinoids),Fatty amides,Fatty acids
254,0.4887,148.0255,325.0915,473.1170,ULPUBSPPYRXUOZ,288380,"[4-acetyloxy-5-(2,4-dioxopyrimidin-1-yl)-2-(hydroxymethyl)oxolan-3-yl] 4-hydroxy-2-methoxy-6-methylbenzoate",,,COC1=C(C(=CC(=C1)O)C)C(=O)O[C@@H]2[C@@H](CO)O[C@H]([C@@H]2OC(C)=O)N3\C=C/C(=O)NC3=O,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,,Pyrimidine nucleosides,Pyrimidine nucleosides,Nucleosides,Carbohydrates
255,0.4090,226.0612,325.2008,551.2620,LCTHKUJMKQOYDY,290649,3Beta-Acetoxydeoxodihydrogedunin,,,CC(=O)O[C@H]1CC[C@@]2(C)C(C[C@@H](OC(C)=O)[C@]3(C)C2CC[C@@]2(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]423)C1(C)C,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Limonoids,Limonoids,Triterpenoids,Terpenoids
256,0.4090,348.0979,325.2371,673.3350,CFAJIMXUZRPYDP,296155,"(3S,4S,6aR,6bS,8R,8aR,12aS,14bR)-8-hydroxy-4,6a,6b,11,11,14b-hexamethyl-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicene-4,8a-dicarboxylic acid",,,CC1(C)CC[C@@]2(C(=O)O)[C@@H](C1)C1=CCC3[C@@]4(C)CC[C@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@@](C)(C(=O)O)C4CC[C@@]3(C)[C@]1(C)C[C@H]2O,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Oleanane triterpenoids,Triterpenoids,Terpenoids
